VIN,Plate,Year,Maker,Model,Submodel,CC,Fuel,Transmission,FirstReg,BodyStyle,ListingDate,ListingUrl
,,2014,Bmw,435i,CONVERTIBLE 3.0P,2979cc,,Automatic,,Convertible,,https://www.trademe.co.nz/a/motors/cars/bmw/5813871248
,,2021,Bmw,Other,5 Series 520i 2.0PT 8AT 4Dr Sedan,1998cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5813854068
,,2013,Bmw,X5,35D X-DRIVE / NEW SHAPE F15,2992cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5813839546
,,2013,Bmw,120i,116i / F20 / SPORT TRIM,1598cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5813825748
,,2016,Bmw,M2,M2,2970cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5813823831
,,2011,Bmw,Other,SAV 6A 5DR 2.0L,1995cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5813811167
,,2014,Bmw,X5,F15 / 35i / M-SPORT,3000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5813772467
,,2009,Bmw,325i,325i,2490cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5813764782
,,2016,Bmw,320i,M SPORT Stage 2,1997cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5813763260
,,2009,Bmw,120i,120i,1990cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5813760514
,,2008,Bmw,530,530,2990cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5813711339
,,2014,Bmw,X1,Sdrive20D SAV,1995cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5813662123
,,2013,Bmw,320i,GT,1997cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5813620532
,,2015,Bmw,X5,Xdrive30d M-Sport (NZ),2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5813551379
,,2015,Bmw,335i,M-Sport Active Hybrid 3,2970cc,,Tiptronic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5813520794
,,2014,Bmw,320d,NZ NEW MOTORPORT LEATHER,1995cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5813511479
,,2016,Bmw,330e,PHEV / LUXURY,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5813507442
,,2019,Bmw,X1,S18i NZ NEW,1499cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5813505319
,,2017,Bmw,X6,AWD XDrive 35i Motorsport - Sunroof...,3000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5813443033
,,2013,Bmw,328i,GT Gran Turismo Sport,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5813368726
,,2007,Bmw,530i,530I,2996cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5813250922
,,2019,Bmw,320i,M-SPORT / NEW SHAPE / CARPLAY,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5813246089
,,2008,Bmw,X5,X5,2990cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5812443887
,,2007,Bmw,Z4,Z4,2990cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5812404545
,,2011,Bmw,116i,116i,1590cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5812271360
,,2019,Bmw,320i,2.0L Turbo Motorsport,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5812242808
,,2015,Bmw,320i,Gt,1990cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5812129110
,,2006,Bmw,330i,Genuine M Sport 330i,2990cc,,Tiptronic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5812106196
,,2021,Bmw,M340i,X-Drive Low Kms,2998cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5812034903
,,2023,Bmw,X3,M40i M Performance,2998cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5811900968
,,2017,Bmw,523i,"M SPORT, NEW SHAPE, LOW KMS",2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811892974
,,2015,Bmw,116i,FREE 1 YEAR WARRANTY REV CAM MULTI A,1600cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5811852175
,,2012,Bmw,320i,F30 Sportline,1997cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811841841
,,2018,Bmw,X2,20i X-Drive M-Sport Glass Roof,1990cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5811831436
,,2020,Bmw,X5,X30D Motorsport,2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5811817188
,,2011,Bmw,X1,Alloys**SALE!! SALE!! SALE!!,1990cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5811799060
,,2011,Bmw,523i,2.5L,2490cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811743150
,,2007,Bmw,Alpina,B5 S,2997cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811732708
,,2022,Bmw,218i,218I,1499cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811631595
,,2012,Bmw,328i,Modern Line 2.0 Turbo,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811631252
,,2018,Bmw,520i,NZ NEW by 1 OWNER,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811619282
,,2002,Bmw,325ci,325ci,2494cc,,,,Convertible,,https://www.trademe.co.nz/a/motors/cars/bmw/5811611842
,,2012,Bmw,116i,116i,1598cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5811516133
,,2010,Bmw,330i,Facelift Model e90,3000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811471337
,,2014,Bmw,120i,M-SPORT 1.6 TURBO,1590cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5811465055
,,2013,Bmw,335i,Active Hybrid 3 - Luxury - LOW K's,2970cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811460551
,,2009,Bmw,320D,Leather/e seats; Tow bar,1995cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811453123
,,2016,Bmw,118i,"Newshape, super low ks, as new",1500cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5811452757
,,2021,Bmw,X5,xDrive45e iPerformance M Sport,2998cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5811383833
,,2012,Bmw,X1,X1,1990cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5811371774
,,2014,Bmw,328i,"M SPORT, NEW SHAPE",2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811369645
,,2014,Bmw,X5,X Drive 35D X Line,3000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5811288849
,,2011,Bmw,730LD,730Ld,2993cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5811239291
,,2008,Bmw,135i,Coupe,2970cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5810772617
,,2012,Bmw,X1,X1,1990cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5810640641
,,2019,Bmw,X5,M50d,2993cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5810600125
,,2012,Bmw,120i,120i,1590cc,,Tiptronic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5810570079
,,2024,Bmw,M2,3.0 TWIN TURBO NZ NEW 353KW,2993cc,,Manual,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5810534112
,,2009,Bmw,335i,335i,2970cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5810449565
,,2012,Bmw,320D,"Facelift, LCI, M sport, Wagon, VT...",2000cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5810382977
,,2013,Bmw,X1,X1,1997cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5810381997
,,2015,Bmw,220i,Coupe,1990cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5810368499
,,2002,Bmw,Z3,Z3,2970cc,,,,Convertible,,https://www.trademe.co.nz/a/motors/cars/bmw/5810313911
,,2012,Bmw,328i,328I,1997cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5810292101
,,2007,Bmw,X5,M Sport V8,4790cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5810263285
,,1996,Bmw,318i,1996 BMW 318i cabriolet (manual),1796cc,,Manual,,Convertible,,https://www.trademe.co.nz/a/motors/cars/bmw/5810153668
,,2008,Bmw,118i,New WOF Low KM,1995cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5810150648
,,2019,Bmw,330i,M Sport,1998cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5810110236
,,2020,Bmw,320i,M-Sport - 360 Camera,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5810101318
,,2024,Bmw,X1,X1 Sdrive18i,1499cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5810079078
,,2011,Bmw,X1,X1,2990cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5810066789
,,2010,Bmw,730D,M Sport Auto,2993cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5809977184
,,2008,Bmw,325i,Touring M-Sport,2490cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5809958461
,,2006,Bmw,X5,Sav,4398cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5809901744
,,2010,Bmw,535d,535D,2993cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5809875690
,,2015,Bmw,220i,220i,1997cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5809872671
,,2017,Bmw,X5,Xdrive30d Sav,2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5809848641
,,2007,Bmw,118i,118i,1990cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5813882375
,,2007,Bmw,330i,Se Touring Auto,2996cc,,,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5809718127
,,2004,Bmw,Z4,Z4,2979cc,,Automatic,,Convertible,,https://www.trademe.co.nz/a/motors/cars/bmw/5809685641
,,2013,Bmw,320i,M SPORT S/W Auto 2.0l Turbo 5 Door,1997cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5809649453
,,2016,Bmw,320i,SEDAN M SPORT AUTO 2.0L TURBO,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5809640100
,,2025,Bmw,X7,XDRIVE 40D M-SPORT 4WD AUTO 3.0L TW...,3000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5809629248
,,2014,Bmw,M4,M4 Coupe,2979cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5809604258
,,2009,Bmw,325i,325i,2490cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5809572309
,,2010,Bmw,135i,135i,2979cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5809292882
,,2014,Bmw,i3,*PETROL & Electric!*,647cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5809263952
,,2013,Bmw,116i,Sport,1598cc,,Tiptronic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5808965429
,,1998,Bmw,328i,M Ac Schnitzer,2798cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808910015
,,2005,Bmw,118i,118i,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808896192
,,1991,Bmw,320i,320i,1990cc,,Automatic,,Convertible,,https://www.trademe.co.nz/a/motors/cars/bmw/5808872612
,,2008,Bmw,116i,- NZ New -,1596cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5808809771
,,2011,Bmw,X1,X1,1990cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5808744938
,,2015,Bmw,320i,M-Sport,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808724353
,,2015,Bmw,118i,New Shape Camchain Sporty Hatch /...,1298cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5808702903
,,2000,Bmw,540i,540Iase E39,4398cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808654384
,,2014,Bmw,320i,M-Sport NZ New,1997cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808648316
,,2016,Bmw,X5,X Drive 30D,2993cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5808566803
,,2017,Bmw,318i,318I,1499cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808561878
,,2024,Bmw,X5,X5 xDrive50e M Sport Innovations,2998cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5808551979
,,2008,Bmw,135i,| Turbo RWD w/ Sunroof!,2970cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808529608
,,2007,Bmw,X3,X3,2490cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5808499212
,,2009,Bmw,X5,X5,4790cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5808497131
,,2006,Bmw,320i,320i,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808462115
,,2017,Bmw,320i,320i,1998cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808397433
,,2014,Bmw,320i,320i,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808288868
,,2014,Bmw,320i,TOURING,1990cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5808288683
,,2011,Bmw,X5,Xdrive30d Sav,2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5808199961
,,2008,Bmw,325i,325i,2490cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808196368
,,2017,Bmw,X6,M50d Sav,2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5808183849
,,2004,Bmw,545i,545I E60,4398cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5808172632
,,2018,Bmw,X5,xDRIVE35d M Sport,3000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5808140351
,,2009,Bmw,X3,Msport Xdrive,2490cc,,Tiptronic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5808116229
,,2013,Bmw,320i,Gran Turismo Luxuary,1990cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5807900590
,,2011,Bmw,523i,523i,2490cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5807733330
,,2011,Bmw,523i,523i,2490cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5807680675
,,2022,Bmw,X7,"X30d, 3.0Dt/4Wd/8At",2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5807566494
,,1997,Bmw,Z3,Z3,1890cc,,,,Convertible,,https://www.trademe.co.nz/a/motors/cars/bmw/5807464755
,,2025,Bmw,M2,M2,2993cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5807371715
,,2018,Bmw,i3,S 94AH REX PXEV/AT/NZ NEW,647cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5807361805
,,2012,Bmw,X3,X Drive M-Sport,1990cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5807256920
,,1959,Bmw,Isetta,300 Plus,295cc,,,,Other,,https://www.trademe.co.nz/a/motors/cars/bmw/5807253079
,,2014,Bmw,435i,M Sport,,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5807180789
,,1997,Bmw,735i,735i,3490cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5807121578
,,2014,Bmw,435i,M-Sport Coupe N55,2990cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5807100253
,,2017,Bmw,540i,M-SPORT B58 250kW GRADE 4.5,2996cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5807034414
,,2014,Bmw,X5,Xdrive25d Sav,1995cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5806962927
,,2007,Bmw,323i,M-Sport,2490cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5806932806
,,2023,Bmw,X3,30e X Drive PHEV Facelift Motorsport,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5806931448
,,2023,Bmw,320D,xDrive M Sport,1995cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5806909387
,,2014,Bmw,X3,X Drive 2.0D,1995cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5806887053
,,2021,Bmw,X3,M40i 3.0PT/4WD/8AT,2998cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5806833682
,,2013,Bmw,X1,X1,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5806778005
,,2004,Bmw,120d,Manual 6 speed,1995cc,,Manual,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5806761561
,,2020,Bmw,X4,M40i MSPORT 3.0P 8A,2998cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5806709658
,,2014,Bmw,116i,116I,1598cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5806630702
,,2023,Bmw,X7,Top Spec - XDrive40d M Sport + luxury,2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5806526137
,,2011,Bmw,116i,STORM TROOPER EDITION,1590cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5806487995
,,2006,Bmw,320i,HIGHLINE with LEATHER,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5806487988
,,2016,Bmw,118i,New Shape Camchain Sporty Hatch /...,1500cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5806225745
,,2021,Bmw,X2,"NZ New, S18i, M-Sport Kit, Parking...",1500cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5806178099
,,2013,Bmw,116i,SPORTS MODIFIED,1598cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5806088271
,,2018,Bmw,X2,S18i,1499cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5806031329
,,2008,Bmw,335i,335i,2970cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5805977516
,,2022,Bmw,X7,30D M Sport *NZ New*,2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5805841312
,,2008,Bmw,135i,M-Sport 6 Speed Manual,2970cc,,Manual,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5805559857
,,2018,Bmw,118i,118i,1498cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5805468349
,,2020,Bmw,Other,M5 4WD,4395cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5805429170
,,2018,Bmw,M2,"Carbon fibre pack, NZ NEW",2979cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5805419122
,,2014,Bmw,Other,3 Series 330D Sedan,2993cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5805410490
,,2014,Bmw,320i,Touring Sport,2000cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5805330511
,,2017,Bmw,218i,Gran Tourer / 7 Seats,1500cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5805276818
,,2018,Bmw,320i,Sedan M-Sport Shadow,1998cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5805237167
,,2001,Bmw,Z3,2.2 I,2170cc,,,,Convertible,,https://www.trademe.co.nz/a/motors/cars/bmw/5805231801
,,2020,Bmw,X4,M Competition Package,2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5805230891
,,2026,Bmw,X3,30e xDrive,1998cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5805230234
,,2012,Bmw,X3,Xdrive30d Motor Sport,2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5805178556
,,2015,Bmw,X5,NZ NEW; 4WD; Towbar,2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5805131318
,,2018,Bmw,X3,X20D 2.0DT/4WD/8AT,1995cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5805131268
,,2019,Bmw,Z4,20i M Sport,2000cc,,Automatic,,Convertible,,https://www.trademe.co.nz/a/motors/cars/bmw/5805121142
,,2017,Bmw,X6,50i M Sport Massive Spec,4400cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5805121140
,,2007,Bmw,325i,M Sport,2490cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5805094740
,,2013,Bmw,X6,3.0 Xdrive 35i low kms,2979cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5805079815
,,2015,Bmw,218i,M-Sport Hatch,1490cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5805079748
,,2017,Bmw,X1,X1,1998cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5805018806
,,2005,Bmw,118i,118i,1990cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5804939391
,,2006,Bmw,X5,Is Sav E53,4799cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5804873924
,,1984,Bmw,M6,635CSI,3450cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5804819171
,,1996,Bmw,328i,328i,2790cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5804801124
,,2010,Bmw,X1,X1,1990cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5804734208
,,2011,Bmw,X3,X3,2990cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5804732684
,,2017,Bmw,320i,Touring M Sport LCI,2000cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5804458362
,,2013,Bmw,M135i,M135i,2979cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5804302524
,,2016,Bmw,330e,330e,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5804266643
,,2023,Bmw,M4,Competition X-Drive 375kW,2993cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5804158576
,,2023,Bmw,X5,M Comp,4395cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5804032604
,,2016,Bmw,X1,18d X-Drive,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5803959288
,,2015,Bmw,420i,Premium Leather Interior,1997cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5803910370
,,2011,Bmw,325i,E92,2990cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5803871871
,,2014,Bmw,740i,Active Hybrid 7,3000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5803844548
,,2006,Bmw,Z4,E85 2.5i Roadster,2500cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5803825156
,,2016,Bmw,M2,F87 3.0L PETROL TURBO,2970cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/bmw/5803779792
,,2021,Bmw,M3,M3 Competition,2993cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5803765078
,,2009,Bmw,130i,130i,2990cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/bmw/5803672969
,,2007,Bmw,X5,V8,4790cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5803578056
,,2016,Bmw,330e,PHEV / LUXURY,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5803575552
,,2021,Bmw,X7,X30D 3.0DT/4WD/8AT,2993cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5803482360
,,2008,Bmw,550i,550i,4790cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5803469262
,,2015,Bmw,X5,XDRIVE40DSAV 3.0D/4W,2993cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5803405065
,,2013,Bmw,X5,M Sport X Drive,2992cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5803359519
,,2024,Bmw,M3,Competition LCi xDrive Touring 390kW,2993cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/bmw/5803338664
,,2014,Bmw,X1,sDrive20i M-Sport - Excellent Conditio,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/bmw/5803284552
,,2015,Bmw,420i,Gran Coupe Motorsport - Grade 4.5...,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/bmw/5803257970
